thier_code, opstt_code, name, railst_pid, state_pid
501,8,"CASTERTON STATION","VIC16207919","2"
501,1,"WILLISON STATION","VIC16207920","2"
501,1,"VIOLET TOWN STATION","VIC16207921","2"
501,1,"INGLEWOOD STATION","VIC16207922","2"
501,3,"NICHOLSON STATION","VIC16207923","2"
501,1,"BREAKWATER STATION","VIC16207924","2"
501,8,"KANAGULK STATION","VIC16207925","2"
501,3,"IRYMPLE STATION","VIC16207926","2"
501,3,"GLEN FORBES STATION","VIC16207927","2"
501,1,"BENTLEIGH STATION","VIC16207928","2"
501,3,"ARCADIA STATION","VIC16207929","2"
501,3,"LOCKSLEY STATION","VIC16207930","2"
501,1,"ALAMEIN STATION","VIC16207931","2"
501,3,"BAGSHOT STATION","VIC16207932","2"
501,3,"PEECHELBA EAST STATION","VIC16207933","2"
501,3,"MURRAYVILLE STATION","VIC16207934","2"
501,1,"MITCHAM STATION","VIC16207935","2"
501,1,"MERRI STATION","VIC16207936","2"
501,3,"MONEA STATION","VIC16207937","2"
501,3,"MYWEE STATION","VIC16207938","2"
501,1,"HOPPERS CROSSING STATION","VIC16207939","2"
501,3,"BUFFALO STATION","VIC16207940","2"
501,8,"WANNON STATION","VIC16207941","2"
501,1,"GEMBROOK STATION","VIC16207942","2"
501,3,"PRAIRIE STATION","VIC16207943","2"
501,1,"NORTH GEELONG STATION","VIC16207944","2"
501,3,"BORUNG STATION","VIC16207945","2"
501,3,"ELPHINSTONE STATION","VIC16207946","2"
501,1,"MOORABBIN STATION","VIC16207947","2"
501,3,"BOORHAMAN STATION","VIC16207948","2"
501,1,"GEELONG SOUTH STATION","VIC16207949","2"
501,1,"CLAYTON STATION","VIC16207950","2"
501,3,"BADDAGINNIE STATION","VIC16207951","2"
501,3,"CURDIE STATION","VIC16207952","2"
501,1,"MONTAGUE STATION","VIC16207953","2"
501,1,"TOORONGA STATION","VIC16207954","2"
501,3,"WAHGUNYAH STATION","VIC16207955","2"
501,1,"PORT MELBOURNE STATION","VIC16207956","2"
501,3,"BURRUMBEET STATION","VIC16207957","2"
501,1,"EPPING STATION","VIC16207958","2"
501,1,"MEREDITH STATION","VIC16207959","2"
501,1,"ANSTEY STATION","VIC16207960","2"
501,1,"BERWICK STATION","VIC16207961","2"
501,3,"MOLESWORTH STATION","VIC16207962","2"
501,1,"MILDURA STATION","VIC16207963","2"
501,3,"PURALKA STATION","VIC16207964","2"
501,3,"BRIDGEWATER STATION","VIC16207965","2"
501,8,"HINKSONS STATION","VIC16207966","2"
501,1,"BEULAH STATION","VIC16207967","2"
501,3,"PULLUT STATION","VIC16207968","2"
501,1,"DAREBIN STATION","VIC16207969","2"
501,3,"TANDARRA STATION","VIC16207970","2"
501,1,"MERINDA PARK STATION","VIC16207971","2"
501,3,"TRESCO STATION","VIC16207972","2"
501,3,"MINYIP STATION","VIC16207973","2"
501,1,"WALLAN STATION","VIC16207974","2"
501,3,"NERRIN NERRIN STATION","VIC16207975","2"
501,3,"POMBORNEIT STATION","VIC16207976","2"
501,8,"GOROKE STATION","VIC16207977","2"
501,1,"MURTOA STATION","VIC16207978","2"
501,1,"WESTGARTH STATION","VIC16207979","2"
501,1,"MCKINNON STATION","VIC16207980","2"
501,1,"MERRIGUM STATION","VIC16207981","2"
501,1,"HEYWOOD STATION","VIC16207982","2"
501,3,"CANNIE STATION","VIC16207983","2"
501,1,"LILYDALE STATION","VIC16207984","2"
501,3,"PIER MILLAN STATION","VIC16207985","2"
501,8,"HUNTER STATION","VIC16207986","2"
501,1,"HEIDELBERG STATION","VIC16207987","2"
501,3,"BEECHWORTH STATION","VIC16207988","2"
501,1,"RICHMOND STATION","VIC16207989","2"
501,3,"EVERTON STATION","VIC16207990","2"
501,3,"KOONWARRA STATION","VIC16207991","2"
501,8,"LOCKINGTON STATION","VIC16207992","2"
501,1,"PATTERSON STATION","VIC16207993","2"
501,3,"SHELLEY STATION","VIC16207994","2"
501,3,"MCDOUGALL SIDING","VIC16207995","2"
501,3,"BET BET STATION","VIC16207996","2"
501,1,"MONT ALBERT STATION","VIC16207997","2"
501,1,"LEONGATHA STATION","VIC16207998","2"
501,3,"WAL WAL STATION","VIC16207999","2"
501,3,"BALMATTUM STATION","VIC16208000","2"
501,8,"DAWSON STATION","VIC16208001","2"
501,3,"MANANGATANG STATION","VIC16208002","2"
501,1,"HEALESVILLE STATION","VIC16208003","2"
501,3,"WUNGHNU STATION","VIC16208004","2"
501,1,"MOOROOPNA STATION","VIC16208005","2"
501,3,"BANNERTON STATION","VIC16208006","2"
501,1,"SOUTHLAND STATION","VIC16208007","2"
501,1,"MERLYNSTON STATION","VIC16208008","2"
501,1,"GLENFERRIE STATION","VIC16208009","2"
501,1,"SALE STATION","VIC16208010","2"
501,1,"WEST RICHMOND STATION","VIC16208011","2"
501,3,"CUDGEWA STATION","VIC16208012","2"
501,1,"BALLAN STATION","VIC16208013","2"
501,3,"ELLAM STATION","VIC16208014","2"
501,1,"MORDIALLOC STATION","VIC16208015","2"
501,1,"PYRAMID HILL STATION","VIC16208016","2"
501,3,"BONEGILLA STATION","VIC16208017","2"
501,3,"STRATHKELLAR STATION","VIC16208018","2"
501,3,"TIMBOON STATION","VIC16208019","2"
501,1,"FLEMINGTON BRIDGE STATION","VIC16208020","2"
501,3,"CARWARP STATION","VIC16208021","2"
501,8,"KOOLOONONG STATION","VIC16208022","2"
501,3,"WOORINEN STATION","VIC16208023","2"
501,1,"CLARKEFIELD STATION","VIC16208024","2"
501,1,"BENDIGO JOSS HOUSE TEMPLE STATION","VIC16208025","2"
501,1,"WYCHEPROOF STATION","VIC16208026","2"
501,1,"MT WAVERLEY STATION","VIC16208027","2"
501,3,"GOORNONG STATION","VIC16208028","2"
501,3,"DALYSTON STATION","VIC16208029","2"
501,1,"ARARAT STATION","VIC16208030","2"
501,8,"EAST NATIMUK STATION","VIC16208031","2"
501,1,"ROSEDALE STATION","VIC16208032","2"
501,8,"MCCOLL STATION","VIC16208033","2"
501,1,"ASCOT VALE STATION","VIC16208034","2"
501,1,"BOX HILL STATION","VIC16208035","2"
501,3,"CALDERMEADE STATION","VIC16208036","2"
501,3,"HARCOURT STATION","VIC16208037","2"
501,3,"MINCHA STATION","VIC16208038","2"
501,3,"MITIAMO STATION","VIC16208039","2"
501,1,"MOONEE PONDS STATION","VIC16208040","2"
501,3,"RAINBOW STATION","VIC16208041","2"
501,1,"BENDIGO TRAMWAYS DEPOT STATION","VIC16208042","2"
501,1,"ECHUCA STATION","VIC16208043","2"
501,3,"CLUNES STATION","VIC16208044","2"
501,8,"JULLUMBA STATION","VIC16208045","2"
501,1,"ALTONA STATION","VIC16208046","2"
501,8,"NATHALIA STATION","VIC16208047","2"
501,1,"LAKE WEEROONA STATION","VIC16208048","2"
501,3,"LANGI LOGAN STATION","VIC16208049","2"
501,1,"SOUTHERN CROSS STATION","VIC16208050","2"
501,3,"GLENFYNE STATION","VIC16208051","2"
501,8,"CARPOLAC STATION","VIC16208052","2"
501,1,"KYABRAM STATION","VIC16208053","2"
501,1,"PARKDALE STATION","VIC16208054","2"
501,1,"SUMA PARK STATION","VIC16208055","2"
501,3,"WALLACE STATION","VIC16208056","2"
501,1,"COLLINGWOOD STATION","VIC16208057","2"
501,3,"EUROBIN STATION","VIC16208058","2"
501,1,"TOORAK STATION","VIC16208059","2"
501,1,"GARDENVALE STATION","VIC16208060","2"
501,1,"SOUTH KENSINGTON STATION","VIC16208061","2"
501,1,"TATURA STATION","VIC16208062","2"
501,8,"TYLDEN STATION","VIC16208063","2"
501,3,"LINGA STATION","VIC16208064","2"
501,3,"SWANWATER STATION","VIC16208065","2"
501,3,"JUNG STATION","VIC16208066","2"
501,3,"DUMOSA STATION","VIC16208067","2"
501,1,"ESSENDON STATION","VIC16208068","2"
501,1,"RED CLIFFS STATION","VIC16208069","2"
501,3,"TARRANGINNIE STATION","VIC16208070","2"
501,1,"CARDINIA ROAD STATION","VIC16208071","2"
501,1,"FLEMINGTON SHOWGROUNDS STATION","VIC16208072","2"
501,8,"WATSON STATION","VIC16208073","2"
501,3,"WINNAP STATION","VIC16208074","2"
501,3,"KULWIN STATION","VIC16208075","2"
501,3,"RUBY STATION","VIC16208076","2"
501,3,"ANTWERP STATION","VIC16208077","2"
501,3,"COROMBY STATION","VIC16208078","2"
501,3,"MASSEY STATION","VIC16208079","2"
501,1,"MALMSBURY STATION","VIC16208080","2"
501,3,"MAINDAMPLE STATION","VIC16208081","2"
501,3,"PANITYA STATION","VIC16208082","2"
501,1,"SEAHOLME STATION","VIC16208083","2"
501,1,"BENDIGO STATION","VIC16208084","2"
501,3,"HILLSIDE STATION","VIC16208085","2"
501,1,"LANGWARRIN STATION","VIC16208086","2"
501,1,"SOUTH YARRA STATION","VIC16208087","2"
501,3,"KANUMBRA STATION","VIC16208088","2"
501,1,"DOOKIE STATION","VIC16208089","2"
501,3,"BALLARAT CATTLE SIDING","VIC16208090","2"
501,3,"MANGALORE STATION","VIC16208091","2"
501,1,"CAROLINE SPRINGS STATION","VIC16208092","2"
501,1,"HAMPTON STATION","VIC16208093","2"
501,1,"NORTH RICHMOND STATION","VIC16208094","2"
501,1,"SHEPPARTON STATION","VIC16208095","2"
501,3,"GLENGARRY STATION","VIC16208096","2"
501,1,"ROCHESTER STATION","VIC16208097","2"
501,1,"ASPENDALE STATION","VIC16208098","2"
501,1,"NAGAMBIE STATION","VIC16208099","2"
501,8,"LEITCHVILLE STATION","VIC16208100","2"
501,1,"TERANG STATION","VIC16208101","2"
501,1,"THOMSON STATION","VIC16208102","2"
501,1,"WESTMERE STATION","VIC16208103","2"
501,8,"DIGGORA WEST STATION","VIC16208104","2"
501,8,"ALEXANDRA STATION","VIC16208105","2"
501,1,"MURCHISON EAST STATION","VIC16208106","2"
501,1,"YARRAVILLE STATION","VIC16208107","2"
501,3,"MACORNA STATION","VIC16208108","2"
501,3,"NAROGHID STATION","VIC16208109","2"
501,1,"WILLIAMS LANDING STATION","VIC16208110","2"
501,3,"BEVERIDGE STATION","VIC16208111","2"
501,3,"LINTON STATION","VIC16208112","2"
501,3,"YARRA GLEN STATION","VIC16208113","2"
501,3,"LASCELLES STATION","VIC16208114","2"
501,8,"COLBINABBIN STATION","VIC16208115","2"
501,8,"GATUM STATION","VIC16208116","2"
501,1,"MELBOURNE CENTRAL STATION","VIC16208117","2"
501,1,"COCKATOO STATION","VIC16208118","2"
501,3,"FERNBANK STATION","VIC16208119","2"
501,1,"KOYUGA STATION","VIC16208120","2"
501,3,"UNDERBOOL STATION","VIC16208121","2"
501,8,"WEDDERBURN STATION","VIC16208122","2"
501,3,"WYCHITELLA STATION","VIC16208123","2"
501,1,"COLAC STATION","VIC16208124","2"
501,3,"GOYURA STATION","VIC16208125","2"
501,3,"BULLIOH STATION","VIC16208126","2"
501,1,"EAST RICHMOND STATION","VIC16208127","2"
501,3,"LAKE CHARM STATION","VIC16208128","2"
501,3,"WINDERMERE STATION","VIC16208129","2"
501,3,"TATYOON STATION","VIC16208130","2"
501,3,"BATCHICA STATION","VIC16208131","2"
501,8,"TOOLONDO STATION","VIC16208132","2"
501,3,"TRAWOOL STATION","VIC16208133","2"
501,3,"MERBEIN STATION","VIC16208134","2"
501,3,"LAH STATION","VIC16208135","2"
501,1,"BENALLA STATION","VIC16208136","2"
501,3,"GALAH STATION","VIC16208137","2"
501,1,"RIPPONLEA STATION","VIC16208138","2"
501,3,"SMYTHESDALE STATION","VIC16208139","2"
501,3,"LILLIMUR STATION","VIC16208140","2"
501,1,"GLEN IRIS STATION","VIC16208141","2"
501,1,"GLENORCHY STATION","VIC16208142","2"
501,3,"ELAINE STATION","VIC16208143","2"
501,3,"FLYNN STATION","VIC16208144","2"
501,1,"UPFIELD STATION","VIC16208145","2"
501,1,"TYSONS REEF HOTEL STATION","VIC16208146","2"
501,3,"YERING STATION","VIC16208147","2"
501,8,"BALMORAL STATION","VIC16208148","2"
501,1,"WEST FOOTSCRAY STATION","VIC16208149","2"
501,8,"COLLINS SIDING","VIC16208150","2"
501,3,"MERTON STATION","VIC16208151","2"
501,1,"NORTH WILLIAMSTOWN STATION","VIC16208152","2"
501,3,"MOUTAJUP STATION","VIC16208153","2"
501,1,"TRAFALGAR STATION","VIC16208154","2"
501,1,"WODONGA STATION","VIC16208155","2"
501,1,"BROADMEADOWS STATION","VIC16208156","2"
501,1,"ST ALBANS STATION","VIC16208157","2"
501,1,"CHELSEA STATION","VIC16208158","2"
501,1,"SEAFORD STATION","VIC16208159","2"
501,3,"TOORA STATION","VIC16208160","2"
501,8,"WOOLSTHORPE STATION","VIC16208161","2"
501,8,"TRENTHAM STATION","VIC16208162","2"
501,3,"TALLANGATTA STATION","VIC16208163","2"
501,3,"KOTTA STATION","VIC16208164","2"
501,1,"CROXTON STATION","VIC16208165","2"
501,1,"GENERAL MOTORS STATION","VIC16208166","2"
501,1,"MUCKLEFORD STATION","VIC16208167","2"
501,3,"PURA PURA STATION","VIC16208168","2"
501,1,"BAXTER STATION","VIC16208169","2"
501,1,"MENTONE STATION","VIC16208170","2"
501,1,"EAST CAMBERWELL STATION","VIC16208171","2"
501,3,"LONDRIGAN STATION","VIC16208172","2"
501,1,"KANIVA STATION","VIC16208173","2"
501,3,"MYSTIC PARK STATION","VIC16208174","2"
501,3,"MOORABOOL STATION","VIC16208175","2"
501,1,"FOOTSCRAY STATION","VIC16208176","2"
501,3,"HOMEWOOD STATION","VIC16208177","2"
501,3,"QUAMBATOOK STATION","VIC16208178","2"
501,8,"THURLA STATION","VIC16208179","2"
501,3,"CHINKAPOOK STATION","VIC16208180","2"
501,8,"MERRINEE STATION","VIC16208181","2"
501,8,"PATCHEWOLLOCK STATION","VIC16208182","2"
501,1,"DONNYBROOK STATION","VIC16208183","2"
501,1,"PIMPINIO STATION","VIC16208184","2"
501,8,"YEOBURN SIDING","VIC16208185","2"
501,3,"GARVOC STATION","VIC16208186","2"
501,3,"YARCK STATION","VIC16208187","2"
501,3,"FULHAM STATION","VIC16208188","2"
501,3,"CRESSY STATION","VIC16208189","2"
501,1,"MOOROODUC STATION","VIC16208190","2"
501,1,"CHARING CROSS STATION","VIC16208191","2"
501,3,"CHILLINGOLLAH STATION","VIC16208192","2"
501,1,"SEA LAKE STATION","VIC16208193","2"
501,3,"WATCHUPGA STATION","VIC16208194","2"
501,1,"BYRNESIDE STATION","VIC16208195","2"
501,3,"DUVERNEY STATION","VIC16208196","2"
501,3,"MOOLORT STATION","VIC16208197","2"
501,8,"VECTIS STATION","VIC16208198","2"
501,1,"BIRCHIP STATION","VIC16208199","2"
501,3,"COPE COPE STATION","VIC16208200","2"
501,1,"UNNAMED","VIC16208201","2"
501,8,"NETHERBY STATION","VIC16208202","2"
501,3,"PITTONG STATION","VIC16208203","2"
501,1,"HASTINGS STATION","VIC16208204","2"
501,3,"HATTAH STATION","VIC16208205","2"
501,3,"MIRAM STATION","VIC16208206","2"
501,3,"DEVENISH STATION","VIC16208207","2"
501,3,"MININERA STATION","VIC16208208","2"
501,1,"CAMPERDOWN STATION","VIC16208209","2"
501,1,"HIGHETT STATION","VIC16208210","2"
501,3,"SIMPSON STATION","VIC16208211","2"
501,1,"TALLAROOK STATION","VIC16208212","2"
501,1,"SHERWOOD PARK STATION","VIC16208213","2"
501,1,"FLEMINGTON RACECOURSE STATION","VIC16208214","2"
501,1,"MOOROOLBARK STATION","VIC16208215","2"
501,1,"HURSTBRIDGE STATION","VIC16208216","2"
501,3,"TABILK STATION","VIC16208217","2"
501,3,"GOORAMBAT STATION","VIC16208218","2"
501,1,"TYABB STATION","VIC16208219","2"
501,3,"DUNKELD STATION","VIC16208220","2"
501,1,"STAWELL STATION","VIC16208221","2"
501,3,"DENNINGTON STATION","VIC16208222","2"
501,3,"COBRAM STATION","VIC16208223","2"
501,3,"SUTHERLAND STATION","VIC16208224","2"
501,1,"NAR NAR GOON STATION","VIC16208225","2"
501,1,"MENZIES CREEK STATION","VIC16208226","2"
501,1,"CANTERBURY STATION","VIC16208227","2"
501,1,"ELSTERNWICK STATION","VIC16208228","2"
501,3,"SHEEP HILLS STATION","VIC16208229","2"
501,1,"CARNEGIE STATION","VIC16208230","2"
501,1,"CHILTERN STATION","VIC16208231","2"
501,1,"MORRADOO STATION","VIC16208232","2"
501,3,"SPEED STATION","VIC16208233","2"
501,3,"LALBERT STATION","VIC16208234","2"
501,3,"MUNRO STATION","VIC16208235","2"
501,1,"ROBINSON STATION","VIC16208236","2"
501,1,"HAMILTON STATION","VIC16208237","2"
501,1,"SPRINGHURST STATION","VIC16208238","2"
501,1,"MIDDLE PARK STATION","VIC16208239","2"
501,1,"TARNEIT STATION","VIC16208240","2"
501,3,"PINE LODGE STATION","VIC16208241","2"
501,3,"ROSEBERRY STATION","VIC16208242","2"
501,3,"ROBINVALE STATION","VIC16208243","2"
501,3,"MYSIA STATION","VIC16208244","2"
501,1,"ROCKBANK STATION","VIC16208245","2"
501,1,"LAKESIDE STATION","VIC16208246","2"
501,3,"MANSFIELD STATION","VIC16208247","2"
501,8,"COHUNA STATION","VIC16208248","2"
501,8,"NORADJUHA STATION","VIC16208249","2"
501,3,"STAVELY STATION","VIC16208250","2"
501,1,"EAGLEMONT STATION","VIC16208251","2"
501,1,"CHARLTON STATION","VIC16208252","2"
501,1,"HUGHESDALE STATION","VIC16208253","2"
501,8,"ALLENDALE STATION","VIC16208254","2"
501,1,"MACLEOD STATION","VIC16208255","2"
501,1,"NARAMBI STATION","VIC16208256","2"
501,1,"WRIGHT STATION","VIC16208257","2"
501,1,"WATTLE GLEN STATION","VIC16208258","2"
501,1,"TECOMA STATION","VIC16208259","2"
501,3,"SALISBURY STATION","VIC16208260","2"
501,1,"LYNDHURST STATION","VIC16208261","2"
501,1,"HAWKSBURN STATION","VIC16208262","2"
501,1,"INVERLEIGH STATION","VIC16208263","2"
501,1,"IVANHOE STATION","VIC16208264","2"
501,1,"NOBELIUS STATION","VIC16208265","2"
501,3,"LINTON JUNCTION","VIC16208266","2"
501,3,"SCARSDALE STATION","VIC16208267","2"
501,3,"BUNGAREE STATION","VIC16208268","2"
501,3,"WAYGARA STATION","VIC16208269","2"
501,3,"EBDEN STATION","VIC16208270","2"
501,1,"SANDOWN PARK STATION","VIC16208271","2"
501,8,"ERWEN STATION","VIC16208272","2"
501,8,"ARAPILES STATION","VIC16208273","2"
501,3,"GREDGWIN STATION","VIC16208274","2"
501,1,"DONALD STATION","VIC16208275","2"
501,8,"KANAWALLA STATION","VIC16208276","2"
501,1,"CORIO STATION","VIC16208277","2"
501,1,"LYNBROOK STATION","VIC16208278","2"
501,3,"YARRAM STATION","VIC16208279","2"
501,1,"OUYEN STATION","VIC16208280","2"
501,1,"HUNTINGDALE STATION","VIC16208281","2"
501,1,"SURREY HILLS STATION","VIC16208282","2"
501,3,"TRAWALLA STATION","VIC16208283","2"
501,1,"CAMBERWELL STATION","VIC16208284","2"
501,1,"WILLIAMSTOWN BEACH STATION","VIC16208285","2"
501,1,"DAYLESFORD STATION","VIC16208286","2"
501,3,"BOINKA STATION","VIC16208287","2"
501,3,"RENNICK STATION","VIC16208288","2"
501,1,"NUNAWADING STATION","VIC16208289","2"
501,3,"WEDDERBURN JUNCTION","VIC16208290","2"
501,8,"ENGLEFIELD STATION","VIC16208291","2"
501,8,"REMLAW STATION","VIC16208292","2"
501,1,"CLEMATIS STATION","VIC16208293","2"
501,3,"DARNUM STATION","VIC16208294","2"
501,1,"MACAULAY STATION","VIC16208295","2"
501,8,"TOOBORAC STATION","VIC16208296","2"
501,3,"MONOMEITH STATION","VIC16208297","2"
501,3,"TARRAWARRA STATION","VIC16208298","2"
501,8,"HEYFIELD STATION","VIC16208299","2"
501,1,"RESERVOIR STATION","VIC16208300","2"
501,3,"COSGROVE STATION","VIC16208301","2"
501,1,"LAL LAL STATION","VIC16208302","2"
501,1,"BRIGHTON BEACH STATION","VIC16208303","2"
501,3,"MAFFRA STATION","VIC16208304","2"
501,1,"YARRAWONGA STATION","VIC16208305","2"
501,8,"MITRE STATION","VIC16208306","2"
501,3,"DEEP LEAD STATION","VIC16208307","2"
501,3,"TORRITA STATION","VIC16208308","2"
501,3,"TELFORD STATION","VIC16208309","2"
501,1,"SWAN HILL STATION","VIC16208310","2"
501,3,"STRATHALLAN STATION","VIC16208311","2"
501,1,"PIANGIL STATION","VIC16208312","2"
501,1,"JORDANVILLE STATION","VIC16208313","2"
501,3,"LLANELLY STATION","VIC16208314","2"
501,3,"BEALIBA STATION","VIC16208315","2"
501,8,"YARTO STATION","VIC16208316","2"
501,1,"SEYMOUR STATION","VIC16208317","2"
501,8,"GOULD STATION","VIC16208318","2"
501,3,"EAGLEHAWK STATION","VIC16208319","2"
501,3,"MITTYACK STATION","VIC16208320","2"
501,3,"BARRAPORT STATION","VIC16208321","2"
501,3,"PARWAN STATION","VIC16208322","2"
501,1,"MALVERN STATION","VIC16208323","2"
501,8,"BURRUM STATION","VIC16208324","2"
501,1,"TANTI PARK STATION","VIC16208325","2"
501,1,"STRATHMORE STATION","VIC16208326","2"
501,1,"KILMORE EAST STATION","VIC16208327","2"
501,3,"TEMPY STATION","VIC16208328","2"
501,3,"TUNGAMAH STATION","VIC16208329","2"
501,3,"KERRISDALE STATION","VIC16208330","2"
501,1,"BELGRAVE STATION","VIC16208331","2"
501,3,"WARRENHEIP STATION","VIC16208332","2"
501,3,"CATHKIN STATION","VIC16208333","2"
501,3,"DUNNSTOWN STATION","VIC16208334","2"
501,8,"RUPANYUP STATION","VIC16208335","2"
501,1,"DARLING STATION","VIC16208336","2"
501,1,"DEER PARK STATION","VIC16208337","2"
501,3,"DARTMOOR STATION","VIC16208338","2"
501,8,"FOOTSCRAY GOODS STATION","VIC16208339","2"
501,8,"MORTLAKE STATION","VIC16208340","2"
501,1,"WERRIBEE STATION","VIC16208341","2"
501,3,"CONGUPNA STATION","VIC16208342","2"
501,3,"WONTHAGGI STATION","VIC16208343","2"
501,1,"JACANA STATION","VIC16208344","2"
501,8,"MOONDARRA STATION","VIC16208345","2"
501,1,"CENTRAL DEBORAH GOLD MINE STATION","VIC16208346","2"
501,3,"MARONG STATION","VIC16208347","2"
501,3,"BRIGHT STATION","VIC16208348","2"
501,1,"SERVICETON STATION","VIC16208349","2"
501,8,"STANHOPE STATION","VIC16208350","2"
501,1,"CRAIGIEBURN STATION","VIC16208351","2"
501,8,"SYDENHAM STATION","VIC16208352","2"
501,1,"BUNYIP STATION","VIC16208353","2"
501,8,"ROSLYNMEAD STATION","VIC16208354","2"
501,3,"CRESWICK NORTH STATION","VIC16208356","2"
501,3,"DOOEN STATION","VIC16208357","2"
501,3,"BOWSER STATION","VIC16208358","2"
501,1,"CRANBOURNE STATION","VIC16208359","2"
501,8,"SOMERTON STATION","VIC16208360","2"
501,3,"MCDEVITT STATION","VIC16208361","2"
501,3,"BOORCAN STATION","VIC16208362","2"
501,3,"DIAPUR STATION","VIC16208363","2"
501,3,"CREIGHTON STATION","VIC16208364","2"
501,3,"HADDON STATION","VIC16208365","2"
501,1,"BALLARAT STATION","VIC16208366","2"
501,1,"BEACONSFIELD STATION","VIC16208367","2"
501,1,"ELTHAM STATION","VIC16208368","2"
501,3,"LISMORE STATION","VIC16208369","2"
501,1,"SUNBURY STATION","VIC16208370","2"
501,1,"ALBION STATION","VIC16208371","2"
501,1,"RUSHALL STATION","VIC16208372","2"
501,1,"KYVALLEY STATION","VIC16208373","2"
501,1,"WELL STATION DRIVE LIGHT RAIL STOP","ACT1924","8"
501,1,"SWINDEN STREET LIGHT RAIL STOP","ACT1923","8"
501,1,"PHILLIP AVENUE LIGHT RAIL STOP","ACT1922","8"
501,1,"NULLARBOR AVENUE LIGHT RAIL STOP","ACT1921","8"
501,1,"MAPLETON AVENUE LIGHT RAIL STOP","ACT1920","8"
501,1,"MANNING CLARK NORTH LIGHT RAIL STOP","ACT1919","8"
501,1,"MACARTHUR AVENUE LIGHT RAIL STOP","ACT1918","8"
501,1,"IPIMA STREET LIGHT RAIL STOP","ACT1917","8"
501,1,"GUNGAHLIN PLACE LIGHT RAIL STOP","ACT1916","8"
501,1,"EPIC AND RACECOURSE LIGHT RAIL STOP","ACT1915","8"
501,1,"ELOUERA STREET LIGHT RAIL STOP","ACT1914","8"
501,1,"DICKSON INTERCHANGE LIGHT RAIL STOP","ACT1913","8"
501,1,"ALINGA STREET LIGHT RAIL STOP","ACT1912","8"
501,1,"CANBERRA RAILWAY STATION","ACT1911","8"
